Scenario,Sensor_Type,Occupancy_Count,Crowd_Density_Level,Detection_Time_sec,Peak_Hazard_Exposure_percent,Evacuation_Time_sec,Success_Rate_percent,Decision_Node,Adaptive_Route_ID,Flow_Pattern_Score,Evacuation_Strategy_Type,Comment,Occupancy_Normalized,Density_Normalized,Hazard_Normalized,Combined_Avg,Route_Status
Sudden Overcrowding,Smoke Sensor,528,0.92,4.54,16.06,366.0,96.96,Edge-Node-2,7,0.724,Leader-Based,Evacuation improving,0.24525397639815286,0.9111111111111112,0.5069444444444444,0.5544365106512362,Dangerous
Electrical Fire,Heat Sensor,1028,0.35,3.81,18.43,273.0,94.15,Edge-Node-3,16,0.307,Priority-Based,Evacuation improving,0.5017957927142124,0.2777777777777778,0.5817550505050505,0.4537762069990136,Congested
Panic Chain Reaction,CCTV,1304,0.85,4.76,16.08,328.0,93.86,Edge-Node-2,15,0.455,Leader-Based,Potential hazard identified,0.6434068753206773,0.8333333333333333,0.5075757575757576,0.6614386554099226,Dangerous
Platform Fire,CCTV,885,0.48,2.68,22.52,370.0,94.4,Edge-Node-2,14,0.499,Leader-Based,Normal conditions,0.4284248332478194,0.4222222222222222,0.7108585858585859,0.5205018804428758,Congested
Panic Chain Reaction,RFID Log,1496,0.8,5.78,20.61,364.0,97.32,Edge-Node-2,10,0.668,Adaptive,Potential hazard identified,0.7419189327860441,0.7777777777777778,0.6505681818181819,0.7234216307940012,Dangerous
Panic Chain Reaction,CCTV,1350,0.69,5.23,13.55,316.0,98.16,Edge-Node-1,1,0.887,Priority-Based,Potential hazard identified,0.6670087224217547,0.6555555555555554,0.4277146464646465,0.5834263081473189,Dangerous
Sudden Overcrowding,RFID Log,1967,0.41,3.68,14.38,348.0,97.65,Edge-Node-1,10,0.685,Adaptive,Crowd flow unstable,0.9835813237557721,0.34444444444444444,0.4539141414141415,0.5939799698714526,Dangerous
Sudden Overcrowding,Environmental Sensor,1422,0.32,2.4,23.66,360.0,97.04,Edge-Node-1,1,0.662,Leader-Based,High congestion observed,0.7039507439712673,0.24444444444444446,0.7468434343434344,0.5650795409197155,Dangerous
Electrical Fire,WiFi Log,805,0.39,5.11,12.58,401.0,97.53,Edge-Node-3,2,0.626,Adaptive,Normal conditions,0.38737814263724984,0.32222222222222224,0.3970959595959596,0.36889877481847727,Optimal
Platform Fire,CCTV,933,0.45,3.33,9.43,414.0,95.87,Edge-Node-3,16,0.883,Priority-Based,Evacuation improving,0.4530528476141611,0.3888888888888889,0.29766414141414144,0.3798686259723971,Optimal
Platform Fire,CCTV,1348,0.95,4.99,18.46,381.0,96.85,Edge-Node-3,4,0.263,Priority-Based,High congestion observed,0.6659825551564905,0.9444444444444444,0.5827020202020202,0.7310430066009851,Dangerous
Panic Chain Reaction,Heat Sensor,280,0.33,3.7,20.35,342.0,96.52,Edge-Node-3,10,0.933,Leader-Based,Normal conditions,0.11800923550538737,0.2555555555555556,0.6423611111111112,0.3386419673906847,Optimal
Tunnel Smoke,CCTV,385,0.93,2.62,13.85,311.0,96.1,Edge-Node-2,8,0.912,Leader-Based,Evacuation improving,0.17188301693175986,0.9222222222222223,0.4371843434343434,0.5104298608627752,Congested
Sudden Overcrowding,Heat Sensor,1535,0.38,3.31,15.85,361.0,96.89,Edge-Node-1,17,0.604,Priority-Based,Crowd flow unstable,0.7619291944586968,0.3111111111111111,0.5003156565656566,0.5244519873784882,Congested
Panic Chain Reaction,WiFi Log,539,0.55,4.09,13.89,396.0,95.27,Edge-Node-2,11,0.866,Leader-Based,Sensor alert triggered,0.2508978963571062,0.5,0.4384469696969697,0.396448288684692,Optimal
Tunnel Smoke,Smoke Sensor,230,0.88,5.49,24.6,360.0,99.12,Edge-Node-1,18,0.775,Priority-Based,Evacuation improving,0.09235505387378143,0.8666666666666667,0.7765151515151516,0.5785122906851999,Dangerous
Sudden Overcrowding,Environmental Sensor,355,0.33,6.32,18.29,412.0,94.32,Edge-Node-2,5,0.497,Priority-Based,High congestion observed,0.1564905079527963,0.2555555555555556,0.5773358585858586,0.3297939740314035,Optimal
Panic Chain Reaction,CCTV,1815,0.72,3.06,26.99,357.0,95.03,Edge-Node-3,1,0.475,Priority-Based,Evacuation improving,0.90559261159569,0.6888888888888889,0.8519570707070707,0.8154795237305499,Dangerous
Platform Fire,WiFi Log,280,0.2,3.31,7.65,421.0,98.47,Edge-Node-2,12,0.758,Adaptive,Normal conditions,0.11800923550538737,0.11111111111111112,0.24147727272727276,0.1568658731145904,Optimal
Sudden Overcrowding,Environmental Sensor,1265,0.81,4.6,15.38,292.0,98.76,Edge-Node-1,14,0.876,Leader-Based,High congestion observed,0.6233966136480246,0.788888888888889,0.485479797979798,0.6325884335055706,Dangerous
Electrical Fire,CCTV,1295,0.95,1.52,10.79,385.0,98.13,Edge-Node-2,1,0.572,Priority-Based,Normal conditions,0.6387891226269882,0.9444444444444444,0.34059343434343436,0.641275667138289,Dangerous
Tunnel Smoke,RFID Log,146,0.75,5.74,11.43,325.0,97.84,Edge-Node-1,14,0.265,Priority-Based,High congestion observed,0.049256028732683435,0.7222222222222222,0.3607954545454546,0.3774245685001201,Optimal
Panic Chain Reaction,Environmental Sensor,1808,0.39,3.92,15.76,350.0,96.97,Edge-Node-2,16,0.95,Adaptive,Crowd flow unstable,0.9020010261672652,0.32222222222222224,0.4974747474747475,0.573899331954745,Dangerous
Tunnel Smoke,Heat Sensor,791,0.37,3.61,9.38,336.0,92.66,Edge-Node-3,7,0.416,Adaptive,Crowd flow unstable,0.3801949717804002,0.30000000000000004,0.2960858585858586,0.3254269434554196,Optimal
Sudden Overcrowding,WiFi Log,1087,0.78,2.9,15.56,437.0,98.39,Edge-Node-1,10,0.623,Leader-Based,Evacuation improving,0.5320677270395074,0.7555555555555555,0.4911616161616162,0.5929282995855597,Dangerous
Sudden Overcrowding,WiFi Log,1380,0.45,3.12,21.72,379.0,93.82,Edge-Node-1,15,0.556,Adaptive,Potential hazard identified,0.6824012314007183,0.3888888888888889,0.6856060606060607,0.585632060298556,Dangerous
Sudden Overcrowding,Smoke Sensor,1007,0.98,2.24,10.35,405.0,99.21,Edge-Node-2,12,0.89,Leader-Based,Normal conditions,0.4910210364289379,0.9777777777777779,0.32670454545454547,0.5985011198870871,Dangerous
Panic Chain Reaction,Heat Sensor,409,0.93,3.38,18.65,362.0,94.71,Edge-Node-3,10,0.22,Priority-Based,Normal conditions,0.18419702411493072,0.9222222222222223,0.5886994949494949,0.5650395804288827,Dangerous
Tunnel Smoke,CCTV,1353,0.21,5.23,12.87,361.0,94.63,Edge-Node-2,9,0.662,Adaptive,Sensor alert triggered,0.6685479733196511,0.12222222222222222,0.40625,0.39900673184729113,Optimal
Electrical Fire,Environmental Sensor,1172,0.13,2.98,0.0,354.0,97.0,Edge-Node-3,4,0.947,Leader-Based,Potential hazard identified,0.5756798358132376,0.03333333333333334,0.0,0.20300438971552362,Optimal
Tunnel Smoke,RFID Log,102,1.0,2.72,15.19,348.0,97.27,Edge-Node-1,3,0.758,Leader-Based,Sensor alert triggered,0.026680348896870192,1.0,0.47948232323232326,0.5020542240430644,Congested
Sudden Overcrowding,Environmental Sensor,901,0.89,4.31,11.45,317.0,96.44,Edge-Node-2,12,0.614,Leader-Based,Evacuation improving,0.43663417136993327,0.8777777777777778,0.3614267676767677,0.5586129056081596,Dangerous
Electrical Fire,RFID Log,465,0.66,2.1,12.17,391.0,97.93,Edge-Node-1,2,0.827,Priority-Based,Crowd flow unstable,0.21292970754232937,0.6222222222222222,0.38415404040404044,0.40643532338953064,Optimal
Platform Fire,Heat Sensor,945,0.35,5.07,13.02,370.0,101.65,Edge-Node-3,11,0.505,Priority-Based,Normal conditions,0.45920985120574653,0.2777777777777778,0.4109848484848485,0.38265749248945763,Optimal
Station Flooding,WiFi Log,1301,0.92,2.5,28.41,306.0,95.68,Edge-Node-2,9,0.549,Adaptive,Normal conditions,0.6418676244227809,0.9111111111111112,0.8967803030303031,0.816586346188065,Dangerous
Panic Chain Reaction,CCTV,396,0.95,4.32,14.33,351.0,98.5,Edge-Node-3,11,0.379,Adaptive,Potential hazard identified,0.17752693689071317,0.9444444444444444,0.4523358585858586,0.5247690799736721,Congested
Electrical Fire,WiFi Log,1889,0.72,5.46,13.61,345.0,95.68,Edge-Node-1,11,0.402,Adaptive,Crowd flow unstable,0.9435608004104669,0.6888888888888889,0.42960858585858586,0.6873527583859804,Dangerous
Electrical Fire,CCTV,290,0.17,4.19,16.14,325.0,95.78,Edge-Node-3,12,0.907,Leader-Based,Sensor alert triggered,0.12314007183170857,0.07777777777777779,0.509469696969697,0.2367958488597278,Optimal
Electrical Fire,Heat Sensor,1614,0.75,3.3,7.62,295.0,92.57,Edge-Node-2,9,0.217,Leader-Based,Normal conditions,0.8024628014366342,0.7222222222222222,0.24053030303030304,0.5884051088963865,Dangerous
Electrical Fire,Heat Sensor,799,0.4,4.24,13.3,374.0,95.39,Edge-Node-2,16,0.215,Priority-Based,Sensor alert triggered,0.3842996408414572,0.33333333333333337,0.4198232323232324,0.3791520688326743,Optimal
Panic Chain Reaction,CCTV,132,0.92,5.05,12.34,344.0,99.62,Edge-Node-2,4,0.535,Leader-Based,Sensor alert triggered,0.04207285787583376,0.9111111111111112,0.38952020202020204,0.44756805700238234,Congested
Tunnel Smoke,Smoke Sensor,1113,0.1,5.31,7.72,340.0,97.36,Edge-Node-1,15,0.572,Adaptive,Normal conditions,0.5454079014879425,0.0,0.2436868686868687,0.2630315900582704,Optimal
Station Flooding,Smoke Sensor,946,0.11,4.24,17.09,392.0,97.1,Edge-Node-1,7,0.523,Priority-Based,High congestion observed,0.45972293483837867,0.011111111111111113,0.5394570707070707,0.3367637055521868,Optimal
Electrical Fire,RFID Log,1615,0.64,3.98,8.02,303.0,96.53,Edge-Node-3,7,0.42,Priority-Based,Potential hazard identified,0.8029758850692663,0.6,0.25315656565656564,0.5520441502419441,Congested
Station Flooding,Heat Sensor,1552,0.87,4.56,16.19,399.0,95.63,Edge-Node-2,11,0.807,Adaptive,Evacuation improving,0.7706516162134428,0.8555555555555555,0.5110479797979799,0.7124183838556594,Dangerous
Electrical Fire,Heat Sensor,303,0.71,4.04,18.57,467.0,97.36,Edge-Node-2,1,0.428,Priority-Based,Evacuation improving,0.1298101590559261,0.6777777777777777,0.5861742424242424,0.46458739308598207,Congested
Sudden Overcrowding,Heat Sensor,1963,0.53,4.03,15.7,357.0,95.61,Edge-Node-2,1,0.733,Leader-Based,Crowd flow unstable,0.9815289892252438,0.4777777777777778,0.49558080808080807,0.6516291916946099,Dangerous
Tunnel Smoke,Smoke Sensor,1191,0.43,4.94,6.53,286.0,95.46,Edge-Node-2,3,0.856,Adaptive,High congestion observed,0.5854284248332478,0.3666666666666667,0.2061237373737374,0.38607294295788397,Optimal
Station Flooding,RFID Log,680,0.19,5.76,12.05,350.0,94.41,Edge-Node-2,11,0.398,Priority-Based,Evacuation improving,0.323242688558235,0.09999999999999999,0.38036616161616166,0.26786961672479886,Optimal
Electrical Fire,CCTV,568,0.72,2.7,16.18,386.0,93.84,Edge-Node-3,12,0.8,Adaptive,High congestion observed,0.26577732170343765,0.6888888888888889,0.5107323232323232,0.48846617794154995,Congested
Station Flooding,Smoke Sensor,934,0.68,3.89,19.89,319.0,99.45,Edge-Node-2,10,0.279,Priority-Based,Sensor alert triggered,0.45356593124679323,0.6444444444444445,0.6278409090909092,0.5752837615940489,Dangerous
Station Flooding,WiFi Log,444,0.63,4.47,8.07,332.0,95.23,Edge-Node-2,7,0.569,Adaptive,Normal conditions,0.20215495125705488,0.5888888888888889,0.2547348484848485,0.34859289621026407,Optimal
Sudden Overcrowding,Smoke Sensor,425,0.88,1.5,7.64,304.0,98.38,Edge-Node-1,2,0.219,Adaptive,Evacuation improving,0.19240636223704463,0.8666666666666667,0.24116161616161616,0.43341154835510914,Congested
Sudden Overcrowding,Environmental Sensor,304,0.49,4.74,6.48,335.0,95.54,Edge-Node-3,1,0.287,Adaptive,Sensor alert triggered,0.13032324268855822,0.4333333333333334,0.20454545454545459,0.25606734352244875,Optimal
Electrical Fire,Smoke Sensor,1242,0.33,3.31,21.24,343.0,93.64,Edge-Node-3,2,0.548,Leader-Based,High congestion observed,0.6115956900974858,0.2555555555555556,0.6704545454545454,0.512535263702529,Congested
Panic Chain Reaction,Smoke Sensor,796,0.51,5.01,21.3,420.0,95.08,Edge-Node-1,4,0.243,Leader-Based,Sensor alert triggered,0.3827603899435608,0.45555555555555555,0.6723484848484849,0.5035548101158671,Congested
Tunnel Smoke,Heat Sensor,1736,0.25,4.18,15.39,345.0,97.49,Edge-Node-2,3,0.537,Adaptive,High congestion observed,0.8650590046177526,0.16666666666666669,0.4857954545454546,0.5058403752766246,Congested
Sudden Overcrowding,WiFi Log,1760,0.91,4.67,13.1,328.0,92.79,Edge-Node-2,19,0.432,Adaptive,Crowd flow unstable,0.8773730118009235,0.9000000000000001,0.41351010101010105,0.7302943709370083,Dangerous
Station Flooding,Environmental Sensor,886,0.14,3.26,14.38,327.0,95.27,Edge-Node-1,15,0.575,Leader-Based,Sensor alert triggered,0.4289379168804515,0.04444444444444447,0.4539141414141415,0.3090988342463458,Optimal
Platform Fire,Smoke Sensor,898,0.89,6.72,7.31,388.0,96.27,Edge-Node-2,10,0.657,Leader-Based,High congestion observed,0.43509492047203696,0.8777777777777778,0.2307449494949495,0.5145392159149215,Congested
Panic Chain Reaction,Heat Sensor,1043,0.95,5.6,19.73,442.0,99.58,Edge-Node-3,12,0.715,Priority-Based,Normal conditions,0.5094920472036942,0.9444444444444444,0.6227904040404041,0.6922422985628476,Dangerous
Station Flooding,Environmental Sensor,660,0.8,5.0,21.63,345.0,95.44,Edge-Node-2,17,0.415,Leader-Based,Potential hazard identified,0.31298101590559263,0.7777777777777778,0.6827651515151515,0.5911746483995074,Dangerous
Sudden Overcrowding,RFID Log,1641,0.78,2.16,20.63,309.0,98.85,Edge-Node-2,5,0.798,Priority-Based,Sensor alert triggered,0.8163160595177014,0.7555555555555555,0.6511994949494949,0.7410237033409173,Dangerous
Panic Chain Reaction,WiFi Log,545,0.95,7.55,12.22,397.0,98.89,Edge-Node-3,8,0.833,Leader-Based,Crowd flow unstable,0.2539763981528989,0.9444444444444444,0.38573232323232326,0.5280510552765555,Congested
Station Flooding,Heat Sensor,1033,0.88,3.27,17.12,438.0,97.33,Edge-Node-3,13,0.851,Adaptive,Potential hazard identified,0.504361210877373,0.8666666666666667,0.5404040404040404,0.6371439726493601,Dangerous
Electrical Fire,CCTV,1060,0.32,4.06,25.03,370.0,92.8,Edge-Node-1,5,0.442,Priority-Based,Sensor alert triggered,0.5182144689584403,0.24444444444444446,0.790088383838384,0.5175824324137562,Congested
Electrical Fire,CCTV,1578,0.26,4.41,13.02,331.0,99.96,Edge-Node-3,15,0.656,Leader-Based,Evacuation improving,0.7839917906618779,0.1777777777777778,0.4109848484848485,0.45758480564150145,Congested
Platform Fire,WiFi Log,1836,0.26,3.81,19.13,381.0,96.92,Edge-Node-3,5,0.502,Adaptive,Evacuation improving,0.9163673678809645,0.1777777777777778,0.60385101010101,0.5659987185865841,Dangerous
Panic Chain Reaction,WiFi Log,1770,0.68,6.67,8.87,404.0,94.8,Edge-Node-3,11,0.23,Adaptive,Evacuation improving,0.8825038481272447,0.6444444444444445,0.27998737373737376,0.6023118887696876,Dangerous
Panic Chain Reaction,WiFi Log,734,0.27,5.52,17.93,343.0,96.43,Edge-Node-3,8,0.6,Priority-Based,Evacuation improving,0.35094920472036945,0.18888888888888894,0.5659722222222222,0.3686034386104935,Optimal
Tunnel Smoke,Smoke Sensor,129,0.99,6.72,18.55,367.0,94.99,Edge-Node-2,18,0.364,Adaptive,Crowd flow unstable,0.04053360697793741,0.9888888888888889,0.5855429292929294,0.5383218083865852,Congested
Panic Chain Reaction,Environmental Sensor,1744,0.61,2.5,11.5,311.0,94.23,Edge-Node-1,10,0.641,Leader-Based,Potential hazard identified,0.8691636736788096,0.5666666666666667,0.36300505050505055,0.5996117969501756,Dangerous
Platform Fire,Heat Sensor,438,0.88,3.28,14.97,401.0,98.98,Edge-Node-2,2,0.226,Leader-Based,Sensor alert triggered,0.19907644946126216,0.8666666666666667,0.47253787878787884,0.5127603316386026,Congested
Tunnel Smoke,Smoke Sensor,1838,0.27,4.74,15.42,336.0,97.28,Edge-Node-2,1,0.833,Leader-Based,Evacuation improving,0.9173935351462288,0.18888888888888894,0.48674242424242425,0.5310082827591807,Congested
Station Flooding,RFID Log,318,0.82,3.72,12.45,349.0,99.72,Edge-Node-1,13,0.398,Adaptive,Sensor alert triggered,0.13750641354540788,0.7999999999999999,0.39299242424242425,0.44349961259594406,Congested
Station Flooding,Smoke Sensor,1354,0.83,3.41,23.34,379.0,98.09,Edge-Node-3,15,0.782,Adaptive,Evacuation improving,0.6690610569522832,0.811111111111111,0.7367424242424243,0.7389715307686062,Dangerous
Electrical Fire,Environmental Sensor,425,0.77,3.25,19.37,384.0,93.58,Edge-Node-3,15,0.698,Adaptive,Evacuation improving,0.19240636223704463,0.7444444444444445,0.6114267676767677,0.5160925247860856,Congested
Tunnel Smoke,Heat Sensor,891,0.35,4.45,12.19,328.0,92.47,Edge-Node-2,12,0.588,Adaptive,High congestion observed,0.4315033350436121,0.2777777777777778,0.38478535353535354,0.36468882211891446,Optimal
Sudden Overcrowding,RFID Log,1665,0.52,4.51,16.81,431.0,96.84,Edge-Node-1,14,0.893,Adaptive,Sensor alert triggered,0.8286300667008722,0.46666666666666673,0.5306186868686869,0.6086384734120752,Dangerous
Sudden Overcrowding,Environmental Sensor,1197,0.17,5.1,20.06,382.0,100.83,Edge-Node-3,7,0.541,Leader-Based,Normal conditions,0.5885069266290405,0.07777777777777779,0.6332070707070707,0.433163925037963,Congested
Platform Fire,CCTV,653,0.3,3.11,21.17,360.0,96.43,Edge-Node-3,6,0.359,Adaptive,Sensor alert triggered,0.30938943047716777,0.2222222222222222,0.6682449494949496,0.3999522007314465,Optimal
Platform Fire,Smoke Sensor,1001,0.44,4.4,18.05,358.0,97.48,Edge-Node-1,15,0.463,Priority-Based,Normal conditions,0.4879425346331452,0.3777777777777778,0.5697601010101011,0.4784934711403414,Congested
Panic Chain Reaction,Heat Sensor,64,0.58,4.1,13.45,344.0,93.14,Edge-Node-1,18,0.773,Adaptive,High congestion observed,0.007183170856849667,0.5333333333333332,0.42455808080808083,0.3216915283327546,Optimal
Electrical Fire,WiFi Log,1512,0.8,4.1,10.39,372.0,99.07,Edge-Node-2,10,0.876,Priority-Based,Sensor alert triggered,0.750128270908158,0.7777777777777778,0.32796717171717177,0.6186244068010359,Dangerous
Station Flooding,Smoke Sensor,1507,0.19,3.58,10.98,389.0,96.07,Edge-Node-3,12,0.715,Leader-Based,Sensor alert triggered,0.7475628527449975,0.09999999999999999,0.3465909090909091,0.3980512539453022,Optimal
Platform Fire,Environmental Sensor,1819,0.2,3.99,15.38,386.0,96.74,Edge-Node-3,5,0.734,Adaptive,Normal conditions,0.9076449461262185,0.11111111111111112,0.485479797979798,0.5014119517390425,Congested
Sudden Overcrowding,Heat Sensor,88,0.16,4.53,13.15,387.0,95.74,Edge-Node-1,6,0.324,Adaptive,Potential hazard identified,0.019497178040020522,0.06666666666666667,0.41508838383838387,0.16708407618169033,Optimal
Electrical Fire,Heat Sensor,1634,0.29,2.52,14.47,343.0,96.65,Edge-Node-2,19,0.356,Leader-Based,Sensor alert triggered,0.8127244740892765,0.21111111111111108,0.45675505050505055,0.49353021190181273,Congested
Station Flooding,Environmental Sensor,967,0.36,5.32,20.16,361.0,97.85,Edge-Node-1,17,0.488,Leader-Based,Sensor alert triggered,0.47049769112365314,0.2888888888888889,0.6363636363636365,0.4652500721253929,Congested
Panic Chain Reaction,Heat Sensor,1610,0.24,3.02,10.48,405.0,94.63,Edge-Node-3,6,0.892,Leader-Based,Evacuation improving,0.8004104669061056,0.15555555555555556,0.33080808080808083,0.428924701089914,Congested
Tunnel Smoke,Heat Sensor,381,0.98,4.75,11.43,336.0,97.23,Edge-Node-3,19,0.438,Leader-Based,Evacuation improving,0.1698306824012314,0.9777777777777779,0.3607954545454546,0.5028013049081547,Congested
Tunnel Smoke,WiFi Log,1182,0.89,4.91,12.46,379.0,98.96,Edge-Node-2,11,0.695,Priority-Based,Crowd flow unstable,0.5808106721395587,0.8777777777777778,0.3933080808080809,0.6172988435751391,Dangerous
Station Flooding,Heat Sensor,869,0.6,3.53,21.57,341.0,96.31,Edge-Node-3,3,0.49,Adaptive,Normal conditions,0.4202154951257055,0.5555555555555555,0.6808712121212122,0.5522140876008244,Dangerous
Panic Chain Reaction,RFID Log,706,0.97,4.51,5.8,397.0,98.03,Edge-Node-1,5,0.909,Adaptive,Evacuation improving,0.33658286300667006,0.9666666666666666,0.1830808080808081,0.4954434459180483,Congested
Tunnel Smoke,Heat Sensor,1724,0.47,4.19,15.24,316.0,93.92,Edge-Node-1,14,0.569,Leader-Based,High congestion observed,0.8589020010261672,0.41111111111111115,0.4810606060606061,0.5836912393992949,Dangerous
Electrical Fire,Smoke Sensor,951,0.17,4.44,18.1,349.0,95.28,Edge-Node-1,7,0.93,Leader-Based,Crowd flow unstable,0.46228835300153925,0.07777777777777779,0.5713383838383839,0.37046817153923367,Optimal
Panic Chain Reaction,WiFi Log,1351,0.49,4.1,11.29,364.0,95.71,Edge-Node-2,11,0.65,Leader-Based,Crowd flow unstable,0.6675218060543868,0.4333333333333334,0.3563762626262626,0.48574380067132755,Congested
Sudden Overcrowding,Environmental Sensor,757,0.49,2.8,12.01,262.0,96.09,Edge-Node-2,12,0.735,Priority-Based,Potential hazard identified,0.36275012827090813,0.4333333333333334,0.37910353535353536,0.3917289989859256,Optimal
Tunnel Smoke,RFID Log,1238,0.87,3.66,19.34,390.0,95.95,Edge-Node-3,12,0.4,Priority-Based,Sensor alert triggered,0.6095433555669574,0.8555555555555555,0.610479797979798,0.6918595697007702,Dangerous
