route,hour,day_of_week,is_weekend,temperature,is_raining,nearby_event,prev_passenger_count,passenger_count,vehicle_capacity,data_source,route_avg_demand,is_peak_hour,utilisation,day_name
Route 9 - East Corridor,8,2,0,10.4,0,0,61,51,100,SYNTHETIC,35.6,1,0.51,Wednesday
Route 2 - Airport Link,19,4,0,-1.6,0,1,77,57,100,SYNTHETIC,38.4,1,0.57,Friday
Route 8 - Beach/Leisure,18,4,0,30.3,1,0,48,44,100,SYNTHETIC,27.1,1,0.44,Friday
Route 3 - University Shuttle,9,4,0,15.1,0,0,84,56,100,SYNTHETIC,37.7,1,0.56,Friday
Route 1 - City Centre Express,8,1,0,5.1,0,0,84,104,100,SYNTHETIC,55.2,1,1.04,Tuesday
Route 5 - South Connector,10,4,0,23.5,1,0,32,17,100,SYNTHETIC,24.6,0,0.17,Friday
Route 4 - North Suburbs,12,1,0,23.4,0,0,21,23,100,SYNTHETIC,30.0,0,0.23,Tuesday
Route 2 - Airport Link,9,1,0,26.1,0,0,66,38,100,SYNTHETIC,38.4,1,0.38,Tuesday
Route 5 - South Connector,23,6,1,28.9,0,0,2,0,100,SYNTHETIC,24.6,0,0.0,Sunday
Route 9 - East Corridor,9,0,0,12.6,0,0,64,47,100,SYNTHETIC,35.6,1,0.47,Monday
Route 6 - Industrial Park,19,2,0,13.0,0,1,147,105,100,SYNTHETIC,45.9,1,1.05,Wednesday
Route 8 - Beach/Leisure,8,3,0,17.5,0,0,25,27,100,SYNTHETIC,27.1,1,0.27,Thursday
Route 2 - Airport Link,22,1,0,26.6,0,0,14,11,100,SYNTHETIC,38.4,0,0.11,Tuesday
Route 1 - City Centre Express,9,5,1,3.2,0,1,88,72,100,SYNTHETIC,55.2,1,0.72,Saturday
Route 4 - North Suburbs,12,3,0,21.0,0,0,19,23,100,SYNTHETIC,30.0,0,0.23,Thursday
Route 8 - Beach/Leisure,15,5,1,27.5,0,1,30,39,100,SYNTHETIC,27.1,0,0.39,Saturday
Route 9 - East Corridor,7,2,0,27.1,0,0,16,60,100,SYNTHETIC,35.6,1,0.6,Wednesday
Route 2 - Airport Link,19,6,1,25.7,0,0,54,45,100,SYNTHETIC,38.4,1,0.45,Sunday
Route 5 - South Connector,10,5,1,28.5,0,0,23,12,100,SYNTHETIC,24.6,0,0.12,Saturday
Route 4 - North Suburbs,15,2,0,-2.0,0,1,27,31,100,SYNTHETIC,30.0,0,0.31,Wednesday
Route 8 - Beach/Leisure,15,6,1,32.9,0,0,19,19,100,SYNTHETIC,27.1,0,0.19,Sunday
Route 3 - University Shuttle,16,6,1,22.6,0,0,5,9,100,SYNTHETIC,37.7,0,0.09,Sunday
Route 5 - South Connector,7,4,0,30.7,0,0,9,36,100,SYNTHETIC,24.6,1,0.36,Friday
Route 9 - East Corridor,8,0,0,10.6,0,0,58,68,100,SYNTHETIC,35.6,1,0.68,Monday
Route 5 - South Connector,8,4,0,6.0,1,0,36,48,100,SYNTHETIC,24.6,1,0.48,Friday
Route 8 - Beach/Leisure,10,4,0,34.3,0,0,18,17,100,SYNTHETIC,27.1,0,0.17,Friday
Route 7 - Hospital Line,8,2,0,12.6,0,0,51,68,100,SYNTHETIC,37.7,1,0.68,Wednesday
Route 6 - Industrial Park,20,1,0,17.5,0,0,83,25,100,SYNTHETIC,45.9,0,0.25,Tuesday
Route 3 - University Shuttle,14,3,0,24.2,0,0,18,28,100,SYNTHETIC,37.7,0,0.28,Thursday
Route 10 - West Ring,16,5,1,26.2,1,0,11,16,100,SYNTHETIC,26.9,0,0.16,Saturday
Route 3 - University Shuttle,11,2,0,28.6,0,0,17,22,100,SYNTHETIC,37.7,0,0.22,Wednesday
Route 10 - West Ring,10,3,0,21.8,0,0,37,14,100,SYNTHETIC,26.9,0,0.14,Thursday
Route 10 - West Ring,14,0,0,11.6,1,0,19,22,100,SYNTHETIC,26.9,0,0.22,Monday
Route 6 - Industrial Park,10,4,0,25.7,1,0,62,27,100,SYNTHETIC,45.9,0,0.27,Friday
Route 9 - East Corridor,11,6,1,25.8,0,0,13,14,100,SYNTHETIC,35.6,0,0.14,Sunday
Route 8 - Beach/Leisure,13,5,1,5.5,0,0,16,25,100,SYNTHETIC,27.1,0,0.25,Saturday
Route 8 - Beach/Leisure,14,3,0,31.3,0,0,14,11,100,SYNTHETIC,27.1,0,0.11,Thursday
Route 1 - City Centre Express,22,0,0,0.1,0,0,23,8,100,SYNTHETIC,55.2,0,0.08,Monday
Route 2 - Airport Link,9,3,0,28.3,0,0,70,41,100,SYNTHETIC,38.4,1,0.41,Thursday
Route 1 - City Centre Express,14,6,1,14.9,1,0,16,17,100,SYNTHETIC,55.2,0,0.17,Sunday
Route 1 - City Centre Express,8,0,0,25.6,0,0,83,106,100,SYNTHETIC,55.2,1,1.06,Monday
Route 9 - East Corridor,11,1,0,24.1,1,0,26,26,100,SYNTHETIC,35.6,0,0.26,Tuesday
Route 2 - Airport Link,17,5,1,19.7,1,0,37,59,100,SYNTHETIC,38.4,1,0.59,Saturday
Route 1 - City Centre Express,8,3,0,23.6,1,0,110,105,100,SYNTHETIC,55.2,1,1.05,Thursday
Route 10 - West Ring,16,1,0,19.3,0,0,27,26,100,SYNTHETIC,26.9,0,0.26,Tuesday
Route 3 - University Shuttle,12,0,0,25.7,0,0,22,23,100,SYNTHETIC,37.7,0,0.23,Monday
Route 9 - East Corridor,7,2,0,37.5,0,0,12,60,100,SYNTHETIC,35.6,1,0.6,Wednesday
Route 10 - West Ring,20,4,0,9.3,0,0,36,14,100,SYNTHETIC,26.9,0,0.14,Friday
Route 6 - Industrial Park,12,5,1,-5.0,0,0,0,9,100,SYNTHETIC,45.9,0,0.09,Saturday
Route 10 - West Ring,18,6,1,16.7,0,0,22,22,100,SYNTHETIC,26.9,1,0.22,Sunday
Route 10 - West Ring,12,3,0,16.1,1,0,15,24,100,SYNTHETIC,26.9,0,0.24,Thursday
Route 2 - Airport Link,20,2,0,17.0,0,0,44,29,100,SYNTHETIC,38.4,0,0.29,Wednesday
Route 2 - Airport Link,10,6,1,12.6,0,0,33,18,100,SYNTHETIC,38.4,0,0.18,Sunday
Route 4 - North Suburbs,12,5,1,27.0,0,0,12,14,100,SYNTHETIC,30.0,0,0.14,Saturday
Route 6 - Industrial Park,18,1,0,8.9,0,0,80,86,100,SYNTHETIC,45.9,1,0.86,Tuesday
Route 8 - Beach/Leisure,11,4,0,23.6,1,0,10,16,100,SYNTHETIC,27.1,0,0.16,Friday
Route 2 - Airport Link,11,5,1,25.1,1,0,27,24,100,SYNTHETIC,38.4,0,0.24,Saturday
Route 2 - Airport Link,23,1,0,22.5,0,0,7,9,100,SYNTHETIC,38.4,0,0.09,Tuesday
Route 4 - North Suburbs,15,6,1,23.9,0,0,8,7,100,SYNTHETIC,30.0,0,0.07,Sunday
Route 3 - University Shuttle,17,2,0,27.6,0,1,40,117,100,SYNTHETIC,37.7,1,1.17,Wednesday
Route 10 - West Ring,16,3,0,20.4,1,0,24,24,100,SYNTHETIC,26.9,0,0.24,Thursday
Route 4 - North Suburbs,19,3,0,17.2,0,0,57,49,100,SYNTHETIC,30.0,1,0.49,Thursday
Route 9 - East Corridor,19,4,0,23.9,0,0,60,63,100,SYNTHETIC,35.6,1,0.63,Friday
Route 1 - City Centre Express,15,6,1,24.8,0,0,12,18,100,SYNTHETIC,55.2,0,0.18,Sunday
Route 2 - Airport Link,10,2,0,27.1,0,0,54,25,100,SYNTHETIC,38.4,0,0.25,Wednesday
Route 9 - East Corridor,6,2,0,6.3,0,0,9,10,100,SYNTHETIC,35.6,0,0.1,Wednesday
Route 3 - University Shuttle,16,5,1,18.5,0,0,9,9,100,SYNTHETIC,37.7,0,0.09,Saturday
Route 1 - City Centre Express,19,6,1,11.5,0,0,53,45,100,SYNTHETIC,55.2,1,0.45,Sunday
Route 6 - Industrial Park,13,6,1,24.5,0,0,3,7,100,SYNTHETIC,45.9,0,0.07,Sunday
Route 2 - Airport Link,8,5,1,25.8,1,1,82,89,100,SYNTHETIC,38.4,1,0.89,Saturday
Route 1 - City Centre Express,10,4,0,17.8,0,0,66,37,100,SYNTHETIC,55.2,0,0.37,Friday
Route 5 - South Connector,14,5,1,14.2,0,0,7,2,100,SYNTHETIC,24.6,0,0.02,Saturday
Route 6 - Industrial Park,19,6,1,24.8,0,0,19,12,100,SYNTHETIC,45.9,1,0.12,Sunday
Route 6 - Industrial Park,8,0,0,18.9,0,0,84,99,100,SYNTHETIC,45.9,1,0.99,Monday
Route 6 - Industrial Park,16,4,0,31.4,0,0,26,36,100,SYNTHETIC,45.9,0,0.36,Friday
Route 1 - City Centre Express,18,0,0,34.2,0,0,99,98,100,SYNTHETIC,55.2,1,0.98,Monday
Route 3 - University Shuttle,20,4,0,28.0,0,1,89,36,100,SYNTHETIC,37.7,0,0.36,Friday
Route 4 - North Suburbs,7,2,0,21.9,1,0,6,57,100,SYNTHETIC,30.0,1,0.57,Wednesday
Route 3 - University Shuttle,20,2,0,34.6,0,0,55,24,100,SYNTHETIC,37.7,0,0.24,Wednesday
Route 6 - Industrial Park,16,6,1,21.9,1,0,3,11,100,SYNTHETIC,45.9,0,0.11,Sunday
Route 3 - University Shuttle,18,4,0,16.2,0,0,76,57,100,SYNTHETIC,37.7,1,0.57,Friday
Route 7 - Hospital Line,7,3,0,14.6,0,0,13,66,100,SYNTHETIC,37.7,1,0.66,Thursday
Route 10 - West Ring,14,6,1,14.4,0,0,13,16,100,SYNTHETIC,26.9,0,0.16,Sunday
Route 7 - Hospital Line,16,0,0,19.9,0,0,24,26,100,SYNTHETIC,37.7,0,0.26,Monday
Route 4 - North Suburbs,10,4,0,23.7,0,0,40,19,100,SYNTHETIC,30.0,0,0.19,Friday
Route 5 - South Connector,13,1,0,8.7,1,0,24,23,100,SYNTHETIC,24.6,0,0.23,Tuesday
Route 6 - Industrial Park,15,1,0,16.4,1,0,33,35,100,SYNTHETIC,45.9,0,0.35,Tuesday
Route 8 - Beach/Leisure,15,1,0,21.7,0,1,20,28,100,SYNTHETIC,27.1,0,0.28,Tuesday
Route 4 - North Suburbs,6,3,0,25.1,0,0,4,12,100,SYNTHETIC,30.0,0,0.12,Thursday
Route 1 - City Centre Express,13,4,0,19.8,0,0,34,26,100,SYNTHETIC,55.2,0,0.26,Friday
Route 8 - Beach/Leisure,9,5,1,22.0,0,0,36,33,100,SYNTHETIC,27.1,1,0.33,Saturday
Route 7 - Hospital Line,20,3,0,10.1,0,0,59,26,100,SYNTHETIC,37.7,0,0.26,Thursday
Route 2 - Airport Link,22,6,1,12.7,0,0,14,12,100,SYNTHETIC,38.4,0,0.12,Sunday
Route 7 - Hospital Line,10,2,0,19.5,1,0,53,21,100,SYNTHETIC,37.7,0,0.21,Wednesday
Route 1 - City Centre Express,8,1,0,24.1,0,0,75,91,100,SYNTHETIC,55.2,1,0.91,Tuesday
Route 7 - Hospital Line,9,0,0,21.9,0,0,72,47,100,SYNTHETIC,37.7,1,0.47,Monday
Route 8 - Beach/Leisure,13,0,0,13.2,1,0,14,20,100,SYNTHETIC,27.1,0,0.2,Monday
Route 1 - City Centre Express,19,3,0,18.1,0,0,114,91,100,SYNTHETIC,55.2,1,0.91,Thursday
Route 8 - Beach/Leisure,14,2,0,32.1,0,0,20,11,100,SYNTHETIC,27.1,0,0.11,Wednesday
Route 2 - Airport Link,7,5,1,24.4,0,0,14,46,100,SYNTHETIC,38.4,1,0.46,Saturday
Route 3 - University Shuttle,6,0,0,18.7,1,0,4,22,100,SYNTHETIC,37.7,0,0.22,Monday
Route 8 - Beach/Leisure,9,1,0,11.8,1,0,29,19,100,SYNTHETIC,27.1,1,0.19,Tuesday
Route 4 - North Suburbs,19,6,1,14.3,0,0,27,24,100,SYNTHETIC,30.0,1,0.24,Sunday
Route 10 - West Ring,16,0,0,20.1,0,0,20,23,100,SYNTHETIC,26.9,0,0.23,Monday
Route 10 - West Ring,15,2,0,22.2,0,0,18,21,100,SYNTHETIC,26.9,0,0.21,Wednesday
Route 10 - West Ring,11,1,0,24.5,1,0,22,18,100,SYNTHETIC,26.9,0,0.18,Tuesday
Route 2 - Airport Link,20,3,0,23.1,0,1,64,37,100,SYNTHETIC,38.4,0,0.37,Thursday
Route 2 - Airport Link,11,6,1,17.0,0,0,27,23,100,SYNTHETIC,38.4,0,0.23,Sunday
Route 2 - Airport Link,19,1,0,15.9,1,1,91,72,100,SYNTHETIC,38.4,1,0.72,Tuesday
Route 6 - Industrial Park,20,2,0,36.4,1,0,74,31,100,SYNTHETIC,45.9,0,0.31,Wednesday
Route 5 - South Connector,14,3,0,15.5,1,0,21,19,100,SYNTHETIC,24.6,0,0.19,Thursday
Route 8 - Beach/Leisure,20,5,1,9.7,1,0,60,30,100,SYNTHETIC,27.1,0,0.3,Saturday
Route 3 - University Shuttle,10,6,1,6.9,1,0,8,3,100,SYNTHETIC,37.7,0,0.03,Sunday
Route 2 - Airport Link,17,0,0,17.2,1,0,35,54,100,SYNTHETIC,38.4,1,0.54,Monday
Route 7 - Hospital Line,7,3,0,27.5,1,0,7,62,100,SYNTHETIC,37.7,1,0.62,Thursday
Route 7 - Hospital Line,13,5,1,15.4,0,0,17,15,100,SYNTHETIC,37.7,0,0.15,Saturday
Route 7 - Hospital Line,9,0,0,31.8,0,0,61,38,100,SYNTHETIC,37.7,1,0.38,Monday
Route 4 - North Suburbs,7,5,1,19.9,0,0,6,28,100,SYNTHETIC,30.0,1,0.28,Saturday
Route 6 - Industrial Park,0,1,0,28.9,0,0,0,3,100,SYNTHETIC,45.9,0,0.03,Tuesday
Route 10 - West Ring,11,3,0,13.9,0,0,16,19,100,SYNTHETIC,26.9,0,0.19,Thursday
Route 7 - Hospital Line,16,6,1,14.1,0,0,21,16,100,SYNTHETIC,37.7,0,0.16,Sunday
Route 10 - West Ring,13,4,0,20.7,0,0,27,17,100,SYNTHETIC,26.9,0,0.17,Friday
Route 5 - South Connector,10,6,1,23.9,0,0,14,5,100,SYNTHETIC,24.6,0,0.05,Sunday
Route 1 - City Centre Express,22,4,0,18.6,1,0,27,12,100,SYNTHETIC,55.2,0,0.12,Friday
Route 8 - Beach/Leisure,21,1,0,22.3,1,0,18,11,100,SYNTHETIC,27.1,0,0.11,Tuesday
Route 5 - South Connector,8,4,0,24.7,0,0,31,45,100,SYNTHETIC,24.6,1,0.45,Friday
Route 1 - City Centre Express,12,4,0,8.6,1,0,32,35,100,SYNTHETIC,55.2,0,0.35,Friday
Route 2 - Airport Link,17,2,0,17.3,1,0,26,55,100,SYNTHETIC,38.4,1,0.55,Wednesday
Route 4 - North Suburbs,18,0,0,15.9,1,1,89,89,100,SYNTHETIC,30.0,1,0.89,Monday
Route 2 - Airport Link,11,4,0,16.2,0,0,21,28,100,SYNTHETIC,38.4,0,0.28,Friday
Route 7 - Hospital Line,18,4,0,23.3,0,0,60,59,100,SYNTHETIC,37.7,1,0.59,Friday
Route 7 - Hospital Line,8,5,1,16.0,0,0,49,42,100,SYNTHETIC,37.7,1,0.42,Saturday
Route 4 - North Suburbs,11,0,0,4.0,0,0,23,17,100,SYNTHETIC,30.0,0,0.17,Monday
Route 1 - City Centre Express,17,3,0,18.1,0,0,38,87,100,SYNTHETIC,55.2,1,0.87,Thursday
Route 1 - City Centre Express,16,5,1,11.5,1,0,18,25,100,SYNTHETIC,55.2,0,0.25,Saturday
Route 10 - West Ring,19,6,1,24.0,0,0,28,16,100,SYNTHETIC,26.9,1,0.16,Sunday
Route 4 - North Suburbs,7,6,1,26.4,1,1,6,39,100,SYNTHETIC,30.0,1,0.39,Sunday
Route 2 - Airport Link,8,1,0,2.6,0,0,55,67,100,SYNTHETIC,38.4,1,0.67,Tuesday
Route 8 - Beach/Leisure,7,1,0,13.8,0,0,16,22,100,SYNTHETIC,27.1,1,0.22,Tuesday
Route 9 - East Corridor,8,4,0,22.8,0,0,62,60,100,SYNTHETIC,35.6,1,0.6,Friday
Route 2 - Airport Link,0,3,0,8.7,0,0,6,0,100,SYNTHETIC,38.4,0,0.0,Thursday
Route 10 - West Ring,14,1,0,26.3,0,0,22,23,100,SYNTHETIC,26.9,0,0.23,Tuesday
Route 8 - Beach/Leisure,15,0,0,28.4,0,0,12,18,100,SYNTHETIC,27.1,0,0.18,Monday
Route 3 - University Shuttle,17,1,0,18.7,0,1,46,116,100,SYNTHETIC,37.7,1,1.16,Tuesday
Route 8 - Beach/Leisure,12,2,0,13.8,0,0,12,19,100,SYNTHETIC,27.1,0,0.19,Wednesday
Route 5 - South Connector,0,5,1,1.5,0,0,5,2,100,SYNTHETIC,24.6,0,0.02,Saturday
Route 7 - Hospital Line,17,0,0,26.5,1,1,46,97,100,SYNTHETIC,37.7,1,0.97,Monday
Route 2 - Airport Link,7,0,0,36.0,1,0,16,49,100,SYNTHETIC,38.4,1,0.49,Monday
Route 3 - University Shuttle,19,1,0,34.4,1,1,141,121,100,SYNTHETIC,37.7,1,1.21,Tuesday
Route 8 - Beach/Leisure,6,6,1,18.4,0,0,1,10,100,SYNTHETIC,27.1,0,0.1,Sunday
Route 9 - East Corridor,15,6,1,11.3,0,1,13,15,100,SYNTHETIC,35.6,0,0.15,Sunday
Route 1 - City Centre Express,20,3,0,26.7,0,0,77,33,100,SYNTHETIC,55.2,0,0.33,Thursday
Route 3 - University Shuttle,15,0,0,19.0,1,0,21,26,100,SYNTHETIC,37.7,0,0.26,Monday
Route 7 - Hospital Line,16,0,0,23.8,0,0,26,33,100,SYNTHETIC,37.7,0,0.33,Monday
Route 10 - West Ring,17,6,1,22.4,1,0,10,26,100,SYNTHETIC,26.9,1,0.26,Sunday
Route 7 - Hospital Line,8,3,0,20.7,0,0,52,63,100,SYNTHETIC,37.7,1,0.63,Thursday
Route 8 - Beach/Leisure,17,0,0,28.2,0,0,20,42,100,SYNTHETIC,27.1,1,0.42,Monday
Route 4 - North Suburbs,19,5,1,28.5,0,0,29,24,100,SYNTHETIC,30.0,1,0.24,Saturday
Route 1 - City Centre Express,22,3,0,15.8,0,0,21,9,100,SYNTHETIC,55.2,0,0.09,Thursday
Route 8 - Beach/Leisure,13,2,0,12.6,0,0,11,19,100,SYNTHETIC,27.1,0,0.19,Wednesday
Route 8 - Beach/Leisure,11,3,0,0.0,0,0,16,14,100,SYNTHETIC,27.1,0,0.14,Thursday
Route 5 - South Connector,18,1,0,17.2,1,0,41,53,100,SYNTHETIC,24.6,1,0.53,Tuesday
Route 6 - Industrial Park,15,6,1,11.3,0,0,10,0,100,SYNTHETIC,45.9,0,0.0,Sunday
Route 3 - University Shuttle,9,5,1,23.4,1,0,19,15,100,SYNTHETIC,37.7,1,0.15,Saturday
Route 5 - South Connector,8,1,0,17.3,0,0,38,40,100,SYNTHETIC,24.6,1,0.4,Tuesday
Route 3 - University Shuttle,8,5,1,18.2,0,0,13,15,100,SYNTHETIC,37.7,1,0.15,Saturday
Route 5 - South Connector,13,1,0,26.5,0,0,20,20,100,SYNTHETIC,24.6,0,0.2,Tuesday
Route 2 - Airport Link,8,3,0,23.2,0,0,72,61,100,SYNTHETIC,38.4,1,0.61,Thursday
Route 7 - Hospital Line,5,5,1,19.1,0,0,0,10,100,SYNTHETIC,37.7,0,0.1,Saturday
Route 3 - University Shuttle,7,0,0,33.5,0,0,15,76,100,SYNTHETIC,37.7,1,0.76,Monday
Route 8 - Beach/Leisure,20,5,1,25.9,0,0,54,20,100,SYNTHETIC,27.1,0,0.2,Saturday
Route 6 - Industrial Park,7,1,0,16.7,0,0,18,88,100,SYNTHETIC,45.9,1,0.88,Tuesday
Route 9 - East Corridor,7,4,0,17.0,1,0,7,62,100,SYNTHETIC,35.6,1,0.62,Friday
Route 3 - University Shuttle,13,3,0,26.3,0,0,31,26,100,SYNTHETIC,37.7,0,0.26,Thursday
Route 3 - University Shuttle,9,0,0,21.6,0,0,91,60,100,SYNTHETIC,37.7,1,0.6,Monday
Route 3 - University Shuttle,21,5,1,11.0,1,0,4,5,100,SYNTHETIC,37.7,0,0.05,Saturday
Route 7 - Hospital Line,20,1,0,27.2,1,0,60,28,100,SYNTHETIC,37.7,0,0.28,Tuesday
Route 2 - Airport Link,12,6,1,30.1,0,0,24,26,100,SYNTHETIC,38.4,0,0.26,Sunday
Route 7 - Hospital Line,13,5,1,29.5,0,1,25,29,100,SYNTHETIC,37.7,0,0.29,Saturday
Route 9 - East Corridor,12,1,0,32.3,0,0,15,19,100,SYNTHETIC,35.6,0,0.19,Tuesday
Route 7 - Hospital Line,6,4,0,36.6,0,0,9,12,100,SYNTHETIC,37.7,0,0.12,Friday
Route 2 - Airport Link,10,2,0,33.8,0,0,42,22,100,SYNTHETIC,38.4,0,0.22,Wednesday
Route 5 - South Connector,8,4,0,22.7,0,0,36,39,100,SYNTHETIC,24.6,1,0.39,Friday
Route 6 - Industrial Park,7,3,0,18.3,1,0,15,85,100,SYNTHETIC,45.9,1,0.85,Thursday
Route 4 - North Suburbs,15,2,0,5.4,0,0,23,18,100,SYNTHETIC,30.0,0,0.18,Wednesday
Route 5 - South Connector,7,4,0,20.1,0,0,7,37,100,SYNTHETIC,24.6,1,0.37,Friday
Route 8 - Beach/Leisure,7,1,0,24.2,0,0,9,24,100,SYNTHETIC,27.1,1,0.24,Tuesday
Route 9 - East Corridor,14,6,1,20.3,0,0,10,12,100,SYNTHETIC,35.6,0,0.12,Sunday
Route 4 - North Suburbs,13,6,1,4.9,0,0,7,9,100,SYNTHETIC,30.0,0,0.09,Sunday
Route 4 - North Suburbs,8,1,0,17.7,0,0,54,68,100,SYNTHETIC,30.0,1,0.68,Tuesday
Route 3 - University Shuttle,1,5,1,25.2,0,0,4,0,100,SYNTHETIC,37.7,0,0.0,Saturday
Route 5 - South Connector,8,6,1,11.8,1,0,20,21,100,SYNTHETIC,24.6,1,0.21,Sunday
Route 6 - Industrial Park,9,0,0,21.3,0,0,99,67,100,SYNTHETIC,45.9,1,0.67,Monday
Route 8 - Beach/Leisure,18,5,1,23.5,1,0,71,74,100,SYNTHETIC,27.1,1,0.74,Saturday
Route 3 - University Shuttle,20,6,1,28.9,0,0,14,0,100,SYNTHETIC,37.7,0,0.0,Sunday
Route 3 - University Shuttle,12,1,0,33.7,1,0,31,31,100,SYNTHETIC,37.7,0,0.31,Tuesday
Route 1 - City Centre Express,12,4,0,17.0,0,0,31,35,100,SYNTHETIC,55.2,0,0.35,Friday
Route 1 - City Centre Express,17,5,1,21.5,0,0,24,50,100,SYNTHETIC,55.2,1,0.5,Saturday
Route 1 - City Centre Express,16,2,0,21.7,1,0,36,41,100,SYNTHETIC,55.2,0,0.41,Wednesday
Route 3 - University Shuttle,8,1,0,25.2,0,0,67,94,100,SYNTHETIC,37.7,1,0.94,Tuesday
Route 7 - Hospital Line,7,2,0,24.3,0,0,7,62,100,SYNTHETIC,37.7,1,0.62,Wednesday
Route 8 - Beach/Leisure,13,2,0,31.4,1,0,18,14,100,SYNTHETIC,27.1,0,0.14,Wednesday
Route 10 - West Ring,15,5,1,1.3,0,0,10,5,100,SYNTHETIC,26.9,0,0.05,Saturday
Route 6 - Industrial Park,8,2,0,23.3,0,0,85,101,100,SYNTHETIC,45.9,1,1.01,Wednesday
Route 5 - South Connector,10,2,0,23.9,0,0,31,17,100,SYNTHETIC,24.6,0,0.17,Wednesday
Route 9 - East Corridor,10,6,1,18.1,0,0,21,12,100,SYNTHETIC,35.6,0,0.12,Sunday
Route 2 - Airport Link,9,4,0,1.9,1,0,67,43,100,SYNTHETIC,38.4,1,0.43,Friday
Route 7 - Hospital Line,13,6,1,19.5,0,0,19,17,100,SYNTHETIC,37.7,0,0.17,Sunday
Route 9 - East Corridor,17,4,0,14.3,0,0,29,60,100,SYNTHETIC,35.6,1,0.6,Friday
Route 6 - Industrial Park,14,6,1,33.4,0,0,5,7,100,SYNTHETIC,45.9,0,0.07,Sunday
Route 3 - University Shuttle,8,1,0,23.0,1,1,128,164,100,SYNTHETIC,37.7,1,1.64,Tuesday
Route 7 - Hospital Line,7,6,1,13.6,0,0,13,45,100,SYNTHETIC,37.7,1,0.45,Sunday
Route 10 - West Ring,19,6,1,3.6,0,0,24,22,100,SYNTHETIC,26.9,1,0.22,Sunday
Route 3 - University Shuttle,13,0,0,24.7,1,0,30,32,100,SYNTHETIC,37.7,0,0.32,Monday
Route 6 - Industrial Park,7,2,0,25.6,0,0,10,93,100,SYNTHETIC,45.9,1,0.93,Wednesday
Route 1 - City Centre Express,9,2,0,18.3,0,0,114,68,100,SYNTHETIC,55.2,1,0.68,Wednesday
Route 3 - University Shuttle,18,2,0,24.8,1,0,80,101,100,SYNTHETIC,37.7,1,1.01,Wednesday
Route 8 - Beach/Leisure,18,5,1,17.2,1,0,70,63,100,SYNTHETIC,27.1,1,0.63,Saturday
Route 5 - South Connector,19,4,0,28.5,1,0,40,45,100,SYNTHETIC,24.6,1,0.45,Friday
Route 2 - Airport Link,16,1,0,27.9,0,0,33,30,100,SYNTHETIC,38.4,0,0.3,Tuesday
Route 4 - North Suburbs,12,4,0,6.9,1,0,15,27,100,SYNTHETIC,30.0,0,0.27,Friday
Route 2 - Airport Link,12,6,1,8.8,0,0,28,30,100,SYNTHETIC,38.4,0,0.3,Sunday
Route 8 - Beach/Leisure,8,3,0,36.3,0,0,24,28,100,SYNTHETIC,27.1,1,0.28,Thursday
Route 10 - West Ring,17,6,1,27.5,1,0,7,19,100,SYNTHETIC,26.9,1,0.19,Sunday
Route 2 - Airport Link,16,4,0,9.9,0,0,32,29,100,SYNTHETIC,38.4,0,0.29,Friday
Route 3 - University Shuttle,8,6,1,7.4,0,0,16,18,100,SYNTHETIC,37.7,1,0.18,Sunday
Route 9 - East Corridor,19,6,1,21.7,1,0,27,30,100,SYNTHETIC,35.6,1,0.3,Sunday
Route 9 - East Corridor,11,0,0,10.9,0,0,19,22,100,SYNTHETIC,35.6,0,0.22,Monday
Route 8 - Beach/Leisure,7,5,1,17.5,0,0,13,35,100,SYNTHETIC,27.1,1,0.35,Saturday
Route 8 - Beach/Leisure,11,1,0,19.6,0,0,19,10,100,SYNTHETIC,27.1,0,0.1,Tuesday
Route 9 - East Corridor,19,5,1,19.3,1,0,34,34,100,SYNTHETIC,35.6,1,0.34,Saturday
Route 4 - North Suburbs,20,5,1,29.0,0,1,24,14,100,SYNTHETIC,30.0,0,0.14,Saturday
Route 9 - East Corridor,14,1,0,34.7,0,0,26,22,100,SYNTHETIC,35.6,0,0.22,Tuesday
Route 9 - East Corridor,21,0,0,16.2,0,0,24,19,100,SYNTHETIC,35.6,0,0.19,Monday
Route 3 - University Shuttle,19,2,0,11.0,0,0,60,55,100,SYNTHETIC,37.7,1,0.55,Wednesday
Route 1 - City Centre Express,19,2,0,23.1,1,0,112,88,100,SYNTHETIC,55.2,1,0.88,Wednesday
Route 6 - Industrial Park,19,3,0,33.1,0,0,96,76,100,SYNTHETIC,45.9,1,0.76,Thursday
Route 8 - Beach/Leisure,12,0,0,16.8,0,0,14,15,100,SYNTHETIC,27.1,0,0.15,Monday
Route 9 - East Corridor,18,0,0,26.8,1,0,61,77,100,SYNTHETIC,35.6,1,0.77,Monday
Route 2 - Airport Link,15,3,0,13.3,1,0,25,27,100,SYNTHETIC,38.4,0,0.27,Thursday
Route 4 - North Suburbs,17,5,1,20.2,0,1,19,40,100,SYNTHETIC,30.0,1,0.4,Saturday
Route 8 - Beach/Leisure,8,2,0,10.7,0,0,24,25,100,SYNTHETIC,27.1,1,0.25,Wednesday
Route 1 - City Centre Express,18,2,0,20.1,1,0,111,133,100,SYNTHETIC,55.2,1,1.33,Wednesday
Route 8 - Beach/Leisure,21,1,0,19.1,0,0,8,8,100,SYNTHETIC,27.1,0,0.08,Tuesday
Route 3 - University Shuttle,10,1,0,24.9,0,0,63,24,100,SYNTHETIC,37.7,0,0.24,Tuesday
